,Search_Location,Search_Keywords,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time,Unnamed: 10
7500,"Washington, DC",social impact,Supervisory Social Worker,https://www.indeed.com/rc/clk?jk=d2438b80925dbd11&fccid=0b8e67a94d2e3353&vjs=3,US National Institutes of Health," Ability to supervise clinical social work staff.
 Reviewing newly proposed protocols for impact on Social Work Department resources and makes recommendations to","Montgomery County, MD","Posted
Posted 3 days ago",4.3,10/10/2022,
7501,"Washington, DC",social impact,Administrative Assistant II - English Learner and Migrant Ed...,https://www.indeed.com/rc/clk?jk=e98c53134c134558&fccid=66b2e7e4dce53fbe&vjs=3,WestEd," The position will provide administrative support to the English Learner and Migrant Education Services team.
 This person will be responsible for the production","Remote in Washington, DC 20002","Posted
Posted 17 days ago",3.6,10/10/2022,
7502,"Washington, DC",social impact,Lead Experienced Recruiting Specialist - DEI Recruiting,https://www.indeed.com/rc/clk?jk=1ec11d0c47a8d89b&fccid=9e215d88a6b33622&vjs=3,Deloitte," You'll lead Diversity & Inclusion relationships, track and measure initiatives at a national level while ensuring alignment with goals aligned to supporting our","Rosslyn, VA 22209 
(Radnor-Ft Myer Heights area)","Posted
Posted 30+ days ago",3.9,10/10/2022,
7503,"Washington, DC",social impact,Press Secretary,https://www.indeed.com/rc/clk?jk=af8b41ac0b9b0ec6&fccid=bf84b55b4857c834&vjs=3,National Wildlife Federation," Consistently bringing a high level of empathy and social skills to work and interpersonal interactions;
 Actively seeks feedback, direction, and guidance from","Washington, DC 20005 
(Logan Circle area)","Posted
Posted 9 days ago",4,10/10/2022,
7504,"Washington, DC",social impact,Attorney-Advisor (Open Continuous),https://www.indeed.com/rc/clk?jk=1cdcfadee2f4efcf&fccid=6ea857c0ea557442&vjs=3,US DHS Headquarters," Provide oral and written advice, analysis, interpretations, and guidance on complex and sensitive legal and policy matters both for individual questions and as","Washington, DC 20223 
(Anacostia Naval Station - Boiling Air Force Base area)","Posted
Posted 30+ days ago",,10/10/2022,
7505,"Washington, DC",social impact,Political Affairs Manager,https://www.indeed.com/rc/clk?jk=5296c0195d4805bc&fccid=deb8e33e6d024fdf&vjs=3,International Paper," Excellent PC skills including Outlook, Microsoft Office tools, Excel, Word, Power Point; internet savvy, website and social media experience","Washington, DC 20004 
(Penn Quarter area)","Posted
Posted 30+ days ago",3.5,10/10/2022,
7506,"Washington, DC",social impact,"Learning Program Manager, Content & Training",https://www.indeed.com/rc/clk?jk=857943b1b71fc158&fccid=fe2d21eef233e94a&vjs=3,Amazon.com Services LLC," Knowledge and experience with multiple forms of content creation, including video and infographics, and in varied channels, including social media platforms","Arlington, VA","Posted
Posted 2 days ago",3.5,10/10/2022,
7507,"Washington, DC",social impact,"Analyst, Sustainability/ESG/DE+I",https://www.indeed.com/rc/clk?jk=142ff4cd659e68a8&fccid=544aa904ee316d86&vjs=3,Hill+Knowlton Strategies," This position will offer the opportunity to support a variety of projects such as climate action planning, ESG reporting, sustainability and purpose strategy,","Remote in Washington, DC 20036","Posted
Posted 30+ days ago",4,10/10/2022,
7508,"Washington, DC",social impact,"Incident Manager, Global Security",https://www.indeed.com/rc/clk?jk=0acaf4a47396b476&fccid=caed318a9335aac0&vjs=3,TikTok," The Incident Manager will be responsible for working across various functional incident response teams such as Threat Detection & Response, Intelligence","Washington, DC","Posted
Posted 11 days ago",3.3,10/10/2022,
7509,"Washington, DC",social impact,"Senior Vice President, Artistic Planning",https://www.indeed.com/rc/clk?jk=9233d88df1c6184e&fccid=eba4c8fe74fb6707&vjs=3,The John F. Kennedy Center for the Performing Arts," Staff offers for discount tickets.
 Retirement plan with organization matching (after 1 year of employment).
 11 paid holidays per year","Washington, DC 20566 
(Foggy Bottom area)","Posted
Posted 17 days ago",4.3,10/10/2022,
7510,"Washington, DC",social impact,Client Success Manager,https://www.indeed.com/rc/clk?jk=ecb8e9af88bac6e6&fccid=e4b4e94eeafa8592&vjs=3,MODEL B," Deliver QBRs that are focused on showing impact.
 We have an immediate opening for a full-time Client Success Manager to maintain relationships with our diverse","Remote in Washington, DC 20001","Posted
Posted 30+ days ago",4,10/10/2022,
7511,"Washington, DC",social impact,"Assistant Director, Board & Member Engagement",https://www.indeed.com/rc/clk?jk=513913c928f707dd&fccid=5b2a0edb5ff7ed52&vjs=3,Living Cities," Ideal candidates are continuous learners about philanthropy and philanthropic impact investment.
 Interest in addressing economic inequality and racial","Washington, DC 20036 
(Downtown area)","Posted
Posted 12 days ago",4,10/10/2022,
7512,"Washington, DC",social impact,Open-Source Intelligence Analyst,https://www.indeed.com/rc/clk?cmp=Blackfish-Solutions%2FReconcraft&ti=Open+Source+Intelligence+Analyst&jk=06bcb5052ab3f37b&fccid=699f9f08f919e02f&vjs=3,Copper River Enterprise Services," This person will additionally answer information requirements that have immediate or potential impact on the client’s global operations, personnel, and","Arlington, VA","Posted
Posted 30+ days ago",,10/10/2022,
7513,"Washington, DC",social impact,"Investment Lead, CATALYZE",https://www.indeed.com/rc/clk?jk=94252d8758e02cfb&fccid=92445f54a51b5037&vjs=3,"Palladium Group, Inc."," Familiarity with relevant impact investing and blended finance ecosystem actors including international impact investors, local financial intermediaries,","Washington, DC","Posted
Posted 30+ days ago",,10/10/2022,
7514,"Washington, DC",social impact,Educational Technology Advisor,https://www.indeed.com/rc/clk?jk=de669e2a5eeffd45&fccid=0bc8a6533b9d1918&vjs=3,"GAP Solutions, Inc."," Use quantitative and qualitative skills to evaluate the impact of new technologies over time.
 Engage instructors and staff in the social practices and adoption","Arlington, VA 22204 
(Douglas Park area)","Posted
Posted 30+ days ago",3.6,10/10/2022,
7515,"Washington, DC",social impact,Transition Specialist College and Career,https://www.indeed.com/rc/clk?jk=701f0ae4894bfc90&fccid=332972bb4d366262&vjs=3,Alexandria City Public Schools," Collaborates with social workers on supporting students and families to address attendance issues.
 Demonstrates knowledge of how disabilities impact an","Alexandria, VA","Posted
Posted 30+ days ago",3.8,10/10/2022,
7516,"Washington, DC",social impact,"Senior Policy Analyst, Offshore Wind and Wildlife",https://www.indeed.com/rc/clk?jk=c8a63ec10a2c4b4b&fccid=337442c0664dd306&vjs=3,Defenders of Wildlife," Familiarity with national and regional social, political and ecological landscapes.
 ; draft recommendations to minimize wildlife impacts from renewable energy","Washington, DC 20036 
(Downtown area)","Posted
Posted 11 days ago",3.1,10/10/2022,
7517,"Washington, DC",social impact,"Senior Program Officer II, Education Practice",https://www.indeed.com/rc/clk?jk=499adfc921ad8725&fccid=1039136b23667ceb&vjs=3,IREX," Ensure impact goals are achieved and deliverables are technically sound and submitted in a timely manner.
 Contribute management guidance to program monitoring,","Washington, DC 20005 
(Downtown area)","Posted
Posted 9 days ago",3.4,10/10/2022,
7518,"Washington, DC",social impact,"Video Journalist, Washington, D.C.",https://www.indeed.com/rc/clk?jk=bf0dad642720e890&fccid=9be7acc637a1ef91&vjs=3,The Associated Press," You’ll shoot, write, edit and produce video, including live video, for the AP’s broadcast, digital and mobile customers and platforms","Washington, DC","Posted
Posted 4 days ago",4.1,10/10/2022,
7519,"Washington, DC",social impact,Health Equity Impact Analyst,https://www.indeed.com/rc/clk?jk=73d846cff28468f4&fccid=0a1f074e402103eb&vjs=3,National Journal, Regularly consuming news about a range of societal issues and their impact on the business community to incorporate current trends into research and analysis,"Washington, DC 20037 
(Foggy Bottom area)","Posted
Posted 16 days ago",3.2,10/10/2022,
7520,"Washington, DC",social impact,Director of Media Relations and Storytelling,https://www.indeed.com/rc/clk?jk=808731cbea08b080&fccid=fa6ff90b5c87be74&vjs=3,National Women's Law Center," Directly oversee “cross-cutting” press work, i.e., issues and moments that impact the whole institution and not actively part of a managed portfolio","Washington, DC 20036 
(Dupont Circle area)","Posted
Posted 25 days ago",3.8,10/10/2022,
7521,"Washington, DC",social impact,Talent Acquisition Specialist,https://www.indeed.com/rc/clk?jk=8a580e9b0a3c7de2&fccid=bae098e9666bd225&vjs=3,BAE Systems," To be successful in this role, you’ll need to use your skills to develop relationships, build sound networks, create innovative solutions for recruiting and","Remote in McLean, VA 22102","Posted
Posted 30+ days ago",3.8,10/10/2022,
7522,"Washington, DC",social impact,Program Coordinator,https://www.indeed.com/rc/clk?jk=4d298802829e10e7&fccid=db19d1ab0104690e&vjs=3,The Aspen Institute," Support monitoring and evaluation of impact strategy.
 Collaborate with the communications department to share insights from impact portfolio","Washington, DC 20037 
(West End area)","Posted
Posted 30+ days ago",4.3,10/10/2022,
7523,"Washington, DC",social impact,Talent Acquisition Marketing Senior (Hybrid- 3 Days in Offic...,https://www.indeed.com/rc/clk?jk=82e351989bc15cf7&fccid=6c9562e858513298&vjs=3,Freddie Mac," Demonstrated experience in digital communications, including content, social and web strategies.
 Including drafting monthly social and content calendars, blogs,","Hybrid remote in McLean, VA 22102","Posted
Posted 11 days ago",3.8,10/10/2022,
7524,"Washington, DC",social impact,Insight Analyst,https://www.indeed.com/rc/clk?jk=49eb4b738ce5e54c&fccid=b8540d4697676178&vjs=3,Avison Young, Your adoption of proprietary Avison Young technologies will allow you to seamlessly navigate unprecedented real estate and real estate-adjacent market,"Washington, DC 20006 
(Downtown area)","Posted
Posted 11 days ago",3.6,10/10/2022,
7525,"Washington, DC",social impact,2023 Data & Technology Transformation Senior Consultant – US...,https://www.indeed.com/rc/clk?jk=e19a9099b6cd2486&fccid=de71a49b535e21cb&vjs=3,IBM," Understanding how technical decisions impact end user experiences.
 Developing models to analyze structured and unstructured data (numerical data, documents,","Washington, DC 20001 
(Swampoodle area)","Posted
Posted 23 days ago",3.9,10/10/2022,
7526,"Washington, DC",social impact,Associate,https://www.indeed.com/rc/clk?jk=0651c922005b9279&fccid=4657b7ff254ccc67&vjs=3,Ward Circle Strategies," You are a self-starter with a passion for creating meaningful impact and developing solutions to complex issues.
 Bachelor’s degree in a related field","Washington, DC 20037 
(Downtown area)","Posted
Posted 5 days ago",,10/10/2022,
7527,"Washington, DC",social impact,"Producer 1, Brand Multimedia",https://www.indeed.com/rc/clk?jk=7ebf857185693206&fccid=5d6f8421490978a4&vjs=3,National Geographic Society," The Producer 1 position will serve as the lead for all digital and social multimedia projects and will report to the Managing Producer, Brand Multimedia","Washington, DC","Posted
Posted 30+ days ago",4.1,10/10/2022,
7528,"Washington, DC",social impact,"Director, State Government Relations Northeast Region",https://www.indeed.com/rc/clk?jk=19014be5b9a69c14&fccid=942d238ea16c5cd0&vjs=3,Diageo, The role will require coordination with and leverage Diageo’s corporate relations assets including corporate communications and corporate social responsibility,"Washington, DC 20003 
(Capitol Hill area)","Posted
Posted 25 days ago",4,10/10/2022,
7529,"Washington, DC",social impact,ESG/DEI Strategy Manager- Remote,https://www.indeed.com/rc/clk?jk=587a9752e78218fa&fccid=298217a26e89e68e&vjs=3,Ellucian," Where you will make an impact.
 The individual for this role will be passionate about building an inclusive culture that values talented individuals from all","Reston, VA 20191 
(Hattontown area)","Posted
Posted 30+ days ago",3.4,10/10/2022,
7530,,,,,,,,,,,
7531,"Washington, DC",social impact,Manager – Head of CAO Advisory,https://www.indeed.com/rc/clk?jk=873e1b4a9bbfd99a&fccid=68e84a75b614b963&vjs=3,World Bank Group," Guide and ensure the creation of high quality, timely and high-impact outputs.
 Provide strategic advice to CAO’s Director General in all matters related to","Washington, DC 20433 
(Foggy Bottom area)","Posted
Posted 26 days ago",4.3,10/10/2022,
7532,"Washington, DC",social impact,Recovery Peer Mentor (Grant Funded),https://www.indeed.com/rc/clk?jk=cc9e09e5f0c40d54&fccid=dd616958bd9ddc12&vjs=3,US District of Columbia Courts," The ability and readiness for employees to telework impacts operational requirements and capabilities.
 Assists with the identification of service providers and","Remote in Washington, DC 20001","Posted
Posted 3 days ago",,10/10/2022,
7533,"Washington, DC",social impact,"Director, Biological and Economic Analysis Division",https://www.indeed.com/rc/clk?jk=80f0329772c70bee&fccid=c04c7b1b607f1cdc&vjs=3,US Environmental Protection Agency," NOTE: You should ensure your social security number, date of birth, and any other personal information are redacted.
 You must be a U.S. citizen","Washington, DC","Posted
Posted 19 days ago",4.1,10/10/2022,
7534,"Washington, DC",social impact,"Specialist, Internal Communications",https://www.indeed.com/rc/clk?jk=472fb9b5317d090a&fccid=5d6f8421490978a4&vjs=3,National Geographic Society," Content management system experience and social media savvy.
 The NGS Internal Communications team supports the Society by building an informed, engaged and","Washington, DC","Posted
Posted 30+ days ago",4.1,10/10/2022,
7535,"Washington, DC",social impact,Finance Manager,https://www.indeed.com/rc/clk?jk=34c917fa9d8cc00e&fccid=e27c25961fb6b1c0&vjs=3,Pan American Development Fdn," Energy, sense of urgency, and passion for social impact – Innate sense of urgency, the drive and perseverance to see what needs to be done or improved and get","Remote in Washington, DC 20006","Posted
Posted 30+ days ago",,10/10/2022,
